product_name,original_price,final_price,discount_percent,urgency_flag,fake_discount_flag,rating,platform,discount_intensity,price_manipulation_score,trust_score,urgency_weight,fake_discount_weight,dark_pattern_score,manipulation_level,year,,,,platform
Vivo Max Smartwatch,30243,21170,30,1,0,4.6,Nykaa,0.3,11.341125,3.2199999999999998,0.3,0,42,Moderate,2022,,,,
Apple Plus Headphones,11133,8906,20,1,0,2.8,Nykaa,0.2,2.78325,2.2399999999999998,0.3,0,38,Low,2023,,,,
Realme Pro Smartwatch,35938,25156,30,0,0,3.1,Amazon,0.3,13.47675,2.17,0,0,12,Low,2016,,,,
Apple Pro Smartwatch,48981,44082,10,0,0,4,Myntra,0.1,6.122625,3.6,0,0,4.000000000000001,Low,2016,,,,
Oppo Max Headphones,7281,6552,10,0,0,3.3,Myntra,0.1,0.910125,2.9699999999999998,0,0,4.000000000000001,Low,2024,,,,
Redmi Ultra Smartwatch,42096,25257,40,0,0,3.2,Flipkart,0.4,21.048,1.92,0,0,16.000000000000004,Low,2020,,,,
Samsung Prime Headphones,51118,30670,40,1,0,3.3,Nykaa,0.4,25.559,1.9799999999999998,0.3,0,46,Moderate,2024,,,,
Redmi Lite Smartwatch,6335,3801,40,1,0,4.4,Amazon,0.4,3.1675,2.64,0.3,0,46,Moderate,2024,,,,
OnePlus Prime Laptop,75355,60284,20,0,0,2.8,JioMart,0.2,18.83875,2.2399999999999998,0,0,8.000000000000002,Low,2020,,,,
Apple Lite Headphones,77629,62103,20,0,0,4.4,Amazon,0.2,19.40725,3.5200000000000005,0,0,8.000000000000002,Low,2025,,,,
OnePlus Plus Headphones,15693,12554,20,0,0,4.2,Meesho,0.2,3.92325,3.3600000000000003,0,0,8.000000000000002,Low,2025,,,,
Oppo Max Smartphone,14043,12638,10,1,0,3.9,Ajio,0.1,1.755375,3.51,0.3,0,34,Low,2020,,,,
Samsung Pro Laptop,25639,20511,20,0,0,4.8,JioMart,0.2,6.40975,3.84,0,0,8.000000000000002,Low,2024,,,,
Redmi Max Smartphone,35196,24637,30,0,0,3.6,Meesho,0.3,13.1985,2.52,0,0,12,Low,2025,,,,
Apple Lite Smartwatch,48273,43445,10,0,0,4.1,Amazon,0.1,6.034125,3.69,0,0,4.000000000000001,Low,2020,,,,
Oppo Pro Smartwatch,33682,26945,20,1,0,2.7,Snapdeal,0.2,8.4205,2.16,0.3,0,38,Low,2021,,,,
OnePlus Ultra Laptop,64754,25901,60,1,1,3.9,Ajio,0.6,48.5655,1.56,0.3,0.5,104,High Manipulation,2024,,,,
Samsung Lite Headphones,43593,34874,20,0,0,4.5,Nykaa,0.2,10.89825,3.6,0,0,8.000000000000002,Low,2025,,,,
OnePlus Ultra Smartphone,29860,17916,40,0,0,4.3,Nykaa,0.4,14.93,2.5799999999999996,0,0,16.000000000000004,Low,2018,,,,
Realme Max Smartphone,71538,28615,60,1,1,3.2,Amazon,0.6,53.6535,1.2800000000000002,0.3,0.5,104,High Manipulation,2020,,,,
Vivo Max Headphones,77774,46664,40,0,0,4,Ajio,0.4,38.887,2.4,0,0,16.000000000000004,Low,2021,,,,
Samsung Pro Smartwatch,16778,15100,10,1,0,2.7,Snapdeal,0.1,2.09725,2.43,0.3,0,34,Low,2022,,,,
Realme Prime Smartwatch,34322,17161,50,1,1,4.5,JioMart,0.5,21.45125,2.25,0.3,0.5,100,High Manipulation,2020,,,,
Samsung Ultra Laptop,43399,21699,50,0,1,4.4,Flipkart,0.5,27.124375,2.2,0,0.5,70,Moderate,2022,,,,
Redmi Lite Smartwatch,24215,9686,60,1,1,4.9,Snapdeal,0.6,18.16125,1.9600000000000002,0.3,0.5,104,High Manipulation,2017,,,,
Redmi Plus Smartphone,55924,44739,20,1,0,4.6,Meesho,0.2,13.981,3.6799999999999997,0.3,0,38,Low,2022,,,,
Apple Lite Smartphone,74631,37315,50,0,1,3.1,Nykaa,0.5,46.644375,1.55,0,0.5,70,Moderate,2015,,,,
OnePlus Pro Smartphone,48543,43688,10,1,0,2.7,Meesho,0.1,6.067875,2.43,0.3,0,34,Low,2024,,,,
Redmi Max Headphones,75838,60670,20,1,0,3.5,Myntra,0.2,18.9595,2.8000000000000003,0.3,0,38,Low,2023,,,,
OnePlus Lite Smartwatch,17531,8765,50,1,1,4.5,Nykaa,0.5,10.956875,2.25,0.3,0.5,100,High Manipulation,2015,,,,
Redmi Plus Smartphone,60925,54832,10,1,0,3.8,Meesho,0.1,7.615625,3.42,0.3,0,34,Low,2025,,,,
Oppo Max Smartwatch,32413,12965,60,0,1,3.6,Ajio,0.6,24.30975,1.4400000000000002,0,0.5,74,High Manipulation,2023,,,,
Redmi Pro Smartwatch,42012,29408,30,0,0,4.4,Ajio,0.3,15.7545,3.08,0,0,12,Low,2017,,,,
Redmi Ultra Laptop,10857,9771,10,0,0,3.8,Myntra,0.1,1.357125,3.42,0,0,4.000000000000001,Low,2020,,,,
Redmi Ultra Laptop,60154,30077,50,0,1,3.2,Myntra,0.5,37.59625,1.6,0,0.5,70,Moderate,2020,,,,
Redmi Max Smartphone,49555,34688,30,0,0,3.2,Paytm Mall,0.3,18.583125,2.2399999999999998,0,0,12,Low,2023,,,,
Samsung Ultra Laptop,68744,48120,30,1,0,4.1,Flipkart,0.3,25.779,2.8699999999999997,0.3,0,42,Moderate,2018,,,,
Redmi Max Headphones,74649,52254,30,1,0,2.9,Amazon,0.3,27.993375,2.03,0.3,0,42,Moderate,2015,,,,
Redmi Plus Laptop,56791,28395,50,1,1,3.2,Amazon,0.5,35.494375,1.6,0.3,0.5,100,High Manipulation,2015,,,,
OnePlus Ultra Laptop,69699,34849,50,0,1,4.4,Paytm Mall,0.5,43.561875,2.2,0,0.5,70,Moderate,2023,,,,
Realme Lite Laptop,78716,62972,20,1,0,2.8,Meesho,0.2,19.679,2.2399999999999998,0.3,0,38,Low,2018,,,,
Redmi Pro Smartphone,33253,29927,10,0,0,3.3,Snapdeal,0.1,4.156625,2.9699999999999998,0,0,4.000000000000001,Low,2024,,,,
Realme Pro Headphones,76962,53873,30,1,0,3.8,Meesho,0.3,28.86075,2.6599999999999997,0.3,0,42,Moderate,2016,,,,
Realme Pro Headphones,55726,22290,60,0,1,4.6,Snapdeal,0.6,41.7945,1.8399999999999999,0,0.5,74,High Manipulation,2017,,,,
Oppo Prime Headphones,62068,49654,20,0,0,2.5,Myntra,0.2,15.517,2,0,0,8.000000000000002,Low,2022,,,,
OnePlus Prime Headphones,24886,12443,50,0,1,3.9,Nykaa,0.5,15.55375,1.95,0,0.5,70,Moderate,2017,,,,
Oppo Prime Smartwatch,6094,3656,40,0,0,4.5,Snapdeal,0.4,3.047,2.6999999999999997,0,0,16.000000000000004,Low,2019,,,,
Samsung Ultra Smartwatch,37067,14826,60,1,1,3.7,Snapdeal,0.6,27.80025,1.4800000000000002,0.3,0.5,104,High Manipulation,2018,,,,
OnePlus Plus Laptop,35973,28778,20,1,0,4,Amazon,0.2,8.99325,3.2,0.3,0,38,Low,2017,,,,
Vivo Plus Smartphone,43562,21781,50,0,1,4.1,Myntra,0.5,27.22625,2.05,0,0.5,70,Moderate,2021,,,,
Vivo Ultra Laptop,10067,7046,30,1,0,3.9,Nykaa,0.3,3.775125,2.73,0.3,0,42,Moderate,2025,,,,
OnePlus Max Laptop,71808,43084,40,1,0,2.7,Flipkart,0.4,35.904,1.62,0.3,0,46,Moderate,2015,,,,
Oppo Pro Laptop,63981,51184,20,0,0,4.2,Meesho,0.2,15.99525,3.3600000000000003,0,0,8.000000000000002,Low,2017,,,,
Redmi Plus Headphones,23166,18532,20,0,0,4.7,Ajio,0.2,5.7915,3.7600000000000002,0,0,8.000000000000002,Low,2019,,,,
Apple Ultra Smartwatch,54642,38249,30,1,0,4.8,Nykaa,0.3,20.49075,3.36,0.3,0,42,Moderate,2023,,,,
Realme Lite Headphones,64515,45160,30,1,0,4.5,Myntra,0.3,24.193125,3.15,0.3,0,42,Moderate,2017,,,,
Redmi Prime Smartphone,9370,3748,60,0,1,4.9,Paytm Mall,0.6,7.0275,1.9600000000000002,0,0.5,74,High Manipulation,2015,,,,
OnePlus Prime Headphones,31579,12631,60,1,1,3.7,Amazon,0.6,23.68425,1.4800000000000002,0.3,0.5,104,High Manipulation,2016,,,,
Apple Ultra Smartwatch,48502,24251,50,1,1,4.7,Ajio,0.5,30.31375,2.35,0.3,0.5,100,High Manipulation,2024,,,,
Samsung Pro Smartphone,64148,25659,60,0,1,4.7,Paytm Mall,0.6,48.111,1.8800000000000001,0,0.5,74,High Manipulation,2017,,,,
Samsung Max Laptop,36574,25601,30,1,0,4.7,Nykaa,0.3,13.71525,3.29,0.3,0,42,Moderate,2017,,,,
Apple Ultra Smartphone,27577,22061,20,0,0,4.9,JioMart,0.2,6.89425,3.9200000000000004,0,0,8.000000000000002,Low,2021,,,,
OnePlus Max Laptop,19103,11461,40,1,0,4.6,Amazon,0.4,9.5515,2.76,0.3,0,46,Moderate,2020,,,,
OnePlus Prime Smartwatch,79820,63856,20,1,0,3.1,Meesho,0.2,19.955,2.4800000000000004,0.3,0,38,Low,2021,,,,
Samsung Pro Laptop,64746,25898,60,1,1,3.9,Flipkart,0.6,48.5595,1.56,0.3,0.5,104,High Manipulation,2021,,,,
Apple Prime Headphones,71966,35983,50,0,1,3.7,Amazon,0.5,44.97875,1.85,0,0.5,70,Moderate,2016,,,,
OnePlus Ultra Smartphone,69897,27958,60,1,1,4.6,Amazon,0.6,52.42275,1.8399999999999999,0.3,0.5,104,High Manipulation,2025,,,,
Oppo Ultra Smartphone,74359,66923,10,0,0,4.9,Paytm Mall,0.1,9.294875,4.41,0,0,4.000000000000001,Low,2020,,,,
Oppo Lite Headphones,51825,36277,30,0,0,4.4,Nykaa,0.3,19.434375,3.08,0,0,12,Low,2022,,,,
Vivo Ultra Laptop,63946,25578,60,0,1,2.7,JioMart,0.6,47.9595,1.08,0,0.5,74,High Manipulation,2020,,,,
Redmi Ultra Smartwatch,29844,23875,20,1,0,4.8,Ajio,0.2,7.461,3.84,0.3,0,38,Low,2024,,,,
Oppo Lite Laptop,73963,59170,20,0,0,2.9,Nykaa,0.2,18.49075,2.32,0,0,8.000000000000002,Low,2024,,,,
Samsung Plus Smartwatch,56044,22417,60,0,1,3.6,Paytm Mall,0.6,42.033,1.4400000000000002,0,0.5,74,High Manipulation,2020,,,,
OnePlus Lite Headphones,9684,5810,40,1,0,4.6,Nykaa,0.4,4.842,2.76,0.3,0,46,Moderate,2025,,,,
Oppo Prime Smartphone,65445,52356,20,0,0,4,Amazon,0.2,16.36125,3.2,0,0,8.000000000000002,Low,2025,,,,
Redmi Pro Laptop,47078,28246,40,0,0,4.2,Ajio,0.4,23.539,2.52,0,0,16.000000000000004,Low,2025,,,,
Vivo Plus Smartwatch,56265,22506,60,0,1,3.7,Meesho,0.6,42.19875,1.4800000000000002,0,0.5,74,High Manipulation,2017,,,,
Oppo Lite Laptop,55581,33348,40,1,0,2.7,Amazon,0.4,27.7905,1.62,0.3,0,46,Moderate,2024,,,,
Apple Prime Headphones,9224,8301,10,1,0,4.3,Snapdeal,0.1,1.153,3.87,0.3,0,34,Low,2017,,,,
Oppo Ultra Laptop,49851,39880,20,0,0,4.7,Paytm Mall,0.2,12.46275,3.7600000000000002,0,0,8.000000000000002,Low,2018,,,,
Vivo Lite Smartwatch,62368,56131,10,0,0,3.4,Snapdeal,0.1,7.796,3.06,0,0,4.000000000000001,Low,2025,,,,
Realme Ultra Smartphone,34462,27569,20,0,0,2.6,Paytm Mall,0.2,8.6155,2.08,0,0,8.000000000000002,Low,2024,,,,
Samsung Plus Smartwatch,60620,48496,20,1,0,4.4,Flipkart,0.2,15.155,3.5200000000000005,0.3,0,38,Low,2025,,,,
Samsung Pro Headphones,53701,26850,50,0,1,2.8,JioMart,0.5,33.563125,1.4,0,0.5,70,Moderate,2017,,,,
Redmi Prime Smartphone,17092,8546,50,0,1,4.2,Amazon,0.5,10.6825,2.1,0,0.5,70,Moderate,2021,,,,
Apple Max Smartwatch,19828,7931,60,0,1,2.8,JioMart,0.6,14.871,1.1199999999999999,0,0.5,74,High Manipulation,2017,,,,
Samsung Lite Headphones,47656,23828,50,0,1,4.1,Myntra,0.5,29.785,2.05,0,0.5,70,Moderate,2018,,,,
Oppo Pro Smartwatch,61221,24488,60,1,1,2.5,Ajio,0.6,45.91575,1,0.3,0.5,104,High Manipulation,2020,,,,
Realme Plus Smartwatch,5882,2352,60,0,1,4.8,Ajio,0.6,4.4115,1.92,0,0.5,74,High Manipulation,2019,,,,
Vivo Plus Headphones,48502,24251,50,1,1,3.6,Paytm Mall,0.5,30.31375,1.8,0.3,0.5,100,High Manipulation,2024,,,,
Redmi Ultra Smartwatch,33683,30314,10,1,0,3.8,Paytm Mall,0.1,4.210375,3.42,0.3,0,34,Low,2025,,,,
Samsung Pro Smartwatch,48535,29121,40,1,0,3.1,Meesho,0.4,24.2675,1.8599999999999999,0.3,0,46,Moderate,2018,,,,
Realme Ultra Laptop,15397,6158,60,1,1,4.5,JioMart,0.6,11.54775,1.8,0.3,0.5,104,High Manipulation,2025,,,,
Samsung Ultra Smartphone,71295,49906,30,1,0,4.7,JioMart,0.3,26.735625,3.29,0.3,0,42,Moderate,2019,,,,
Redmi Pro Laptop,55817,33490,40,1,0,3.9,Paytm Mall,0.4,27.9085,2.34,0.3,0,46,Moderate,2020,,,,
Redmi Lite Smartphone,76939,38469,50,1,1,4.2,JioMart,0.5,48.086875,2.1,0.3,0.5,100,High Manipulation,2020,,,,
Vivo Pro Smartphone,24161,16912,30,0,0,5,Paytm Mall,0.3,9.060375,3.5,0,0,12,Low,2025,,,,
Vivo Lite Headphones,49924,34946,30,0,0,3.4,Nykaa,0.3,18.7215,2.38,0,0,12,Low,2016,,,,
Vivo Lite Smartphone,73099,65789,10,0,0,3.5,Ajio,0.1,9.137375,3.15,0,0,4.000000000000001,Low,2019,,,,
OnePlus Prime Headphones,33031,26424,20,0,0,5,Meesho,0.2,8.25775,4,0,0,8.000000000000002,Low,2022,,,,
Realme Plus Smartphone,20844,18759,10,0,0,2.5,Meesho,0.1,2.6055,2.25,0,0,4.000000000000001,Low,2017,,,,
Realme Max Smartwatch,43722,39349,10,1,0,4.8,Ajio,0.1,5.46525,4.32,0.3,0,34,Low,2024,,,,
Realme Prime Smartwatch,56056,28028,50,1,1,3.5,Myntra,0.5,35.035,1.75,0.3,0.5,100,High Manipulation,2021,,,,
OnePlus Prime Smartphone,41674,16669,60,1,1,4.9,Paytm Mall,0.6,31.2555,1.9600000000000002,0.3,0.5,104,High Manipulation,2025,,,,
Apple Prime Headphones,17328,15595,10,0,0,3.6,Meesho,0.1,2.166,3.24,0,0,4.000000000000001,Low,2025,,,,
Apple Ultra Smartphone,25841,18088,30,1,0,3.9,Nykaa,0.3,9.690375,2.73,0.3,0,42,Moderate,2020,,,,
Samsung Lite Smartphone,34075,20445,40,1,0,3.4,Myntra,0.4,17.0375,2.04,0.3,0,46,Moderate,2021,,,,
Realme Max Smartwatch,59635,29817,50,1,1,2.6,Ajio,0.5,37.271875,1.3,0.3,0.5,100,High Manipulation,2023,,,,
Vivo Prime Smartwatch,60320,42224,30,1,0,4.7,Meesho,0.3,22.62,3.29,0.3,0,42,Moderate,2022,,,,
Realme Prime Smartphone,26656,18659,30,0,0,2.7,Myntra,0.3,9.996,1.89,0,0,12,Low,2020,,,,
Apple Plus Smartphone,39413,15765,60,0,1,3.1,Ajio,0.6,29.55975,1.2400000000000002,0,0.5,74,High Manipulation,2020,,,,
Realme Prime Smartwatch,76650,68985,10,0,0,3.5,Myntra,0.1,9.58125,3.15,0,0,4.000000000000001,Low,2015,,,,
Realme Max Laptop,45707,27424,40,0,0,3.5,Snapdeal,0.4,22.8535,2.1,0,0,16.000000000000004,Low,2024,,,,
Realme Ultra Smartphone,29439,17663,40,0,0,5,Amazon,0.4,14.7195,3,0,0,16.000000000000004,Low,2024,,,,
Vivo Pro Laptop,76770,46062,40,1,0,4.2,Amazon,0.4,38.385,2.52,0.3,0,46,Moderate,2022,,,,
Samsung Prime Smartwatch,13968,12571,10,1,0,3.1,Snapdeal,0.1,1.746,2.79,0.3,0,34,Low,2024,,,,
Vivo Pro Laptop,17038,10222,40,0,0,3.4,JioMart,0.4,8.519,2.04,0,0,16.000000000000004,Low,2024,,,,
Realme Lite Laptop,22361,11180,50,1,1,4,Paytm Mall,0.5,13.975625,2,0.3,0.5,100,High Manipulation,2022,,,,
Apple Lite Headphones,24897,17427,30,1,0,3.9,JioMart,0.3,9.336375,2.73,0.3,0,42,Moderate,2022,,,,
Samsung Lite Headphones,46543,32580,30,1,0,2.5,Meesho,0.3,17.453625,1.75,0.3,0,42,Moderate,2016,,,,
Apple Plus Laptop,12992,7795,40,1,0,3.8,Flipkart,0.4,6.496,2.28,0.3,0,46,Moderate,2017,,,,
OnePlus Prime Smartphone,48138,19255,60,0,1,4.1,Nykaa,0.6,36.1035,1.64,0,0.5,74,High Manipulation,2016,,,,
Redmi Pro Smartwatch,21152,19036,10,0,0,2.5,Flipkart,0.1,2.644,2.25,0,0,4.000000000000001,Low,2023,,,,
Vivo Max Smartwatch,17998,10798,40,0,0,2.7,Snapdeal,0.4,8.999,1.62,0,0,16.000000000000004,Low,2018,,,,
Realme Max Headphones,8476,4238,50,0,1,4.7,Meesho,0.5,5.2975,2.35,0,0.5,70,Moderate,2019,,,,
Oppo Lite Smartwatch,54634,32780,40,0,0,3.2,Amazon,0.4,27.317,1.92,0,0,16.000000000000004,Low,2015,,,,
OnePlus Lite Smartwatch,56345,33807,40,1,0,4.3,Paytm Mall,0.4,28.1725,2.5799999999999996,0.3,0,46,Moderate,2023,,,,
Apple Max Headphones,13129,5251,60,0,1,4.9,Paytm Mall,0.6,9.84675,1.9600000000000002,0,0.5,74,High Manipulation,2022,,,,
Samsung Plus Smartphone,19914,13939,30,1,0,3.5,Ajio,0.3,7.46775,2.4499999999999997,0.3,0,42,Moderate,2017,,,,
Samsung Pro Laptop,42846,25707,40,0,0,2.9,Amazon,0.4,21.423,1.74,0,0,16.000000000000004,Low,2017,,,,
Vivo Plus Smartphone,67966,33983,50,1,1,2.9,Amazon,0.5,42.47875,1.45,0.3,0.5,100,High Manipulation,2022,,,,
Redmi Plus Laptop,31431,18858,40,0,0,4.4,Ajio,0.4,15.7155,2.64,0,0,16.000000000000004,Low,2025,,,,
OnePlus Lite Headphones,23226,13935,40,1,0,4.6,Ajio,0.4,11.613,2.76,0.3,0,46,Moderate,2018,,,,
OnePlus Max Headphones,63456,57110,10,0,0,4.2,Flipkart,0.1,7.932,3.7800000000000002,0,0,4.000000000000001,Low,2025,,,,
Apple Prime Laptop,46973,37578,20,0,0,2.6,Ajio,0.2,11.74325,2.08,0,0,8.000000000000002,Low,2020,,,,
Samsung Max Smartwatch,74130,59304,20,0,0,4.1,Myntra,0.2,18.5325,3.28,0,0,8.000000000000002,Low,2021,,,,
Samsung Plus Smartwatch,42857,25714,40,1,0,2.9,Ajio,0.4,21.4285,1.74,0.3,0,46,Moderate,2024,,,,
OnePlus Lite Laptop,10384,7268,30,1,0,4.1,Myntra,0.3,3.894,2.8699999999999997,0.3,0,42,Moderate,2024,,,,
Apple Pro Smartwatch,33853,30467,10,1,0,4.5,Amazon,0.1,4.231625,4.05,0.3,0,34,Low,2015,,,,
Redmi Lite Laptop,67775,33887,50,0,1,4.9,JioMart,0.5,42.359375,2.45,0,0.5,70,Moderate,2015,,,,
Samsung Max Headphones,44686,22343,50,0,1,3,Snapdeal,0.5,27.92875,1.5,0,0.5,70,Moderate,2022,,,,
Samsung Prime Laptop,73465,66118,10,1,0,3.1,Meesho,0.1,9.183125,2.79,0.3,0,34,Low,2018,,,,
Samsung Prime Laptop,68988,48291,30,1,0,3.2,Myntra,0.3,25.8705,2.2399999999999998,0.3,0,42,Moderate,2019,,,,
Redmi Lite Smartphone,70518,56414,20,0,0,4.4,Myntra,0.2,17.6295,3.5200000000000005,0,0,8.000000000000002,Low,2023,,,,
Apple Pro Laptop,22905,11452,50,1,1,4.9,Meesho,0.5,14.315625,2.45,0.3,0.5,100,High Manipulation,2018,,,,
Redmi Lite Headphones,15714,10999,30,1,0,3.9,JioMart,0.3,5.89275,2.73,0.3,0,42,Moderate,2022,,,,
Samsung Max Smartwatch,64832,25932,60,0,1,3,Paytm Mall,0.6,48.624,1.2000000000000002,0,0.5,74,High Manipulation,2025,,,,
Realme Max Laptop,60108,36064,40,0,0,2.6,Amazon,0.4,30.054,1.56,0,0,16.000000000000004,Low,2019,,,,
Realme Plus Smartwatch,57188,51469,10,1,0,4.9,Flipkart,0.1,7.1485,4.41,0.3,0,34,Low,2020,,,,
Oppo Lite Laptop,46264,27758,40,1,0,3.1,Myntra,0.4,23.132,1.8599999999999999,0.3,0,46,Moderate,2018,,,,
Oppo Plus Headphones,8418,4209,50,1,1,4.7,Paytm Mall,0.5,5.26125,2.35,0.3,0.5,100,High Manipulation,2023,,,,
Samsung Prime Smartwatch,68268,61441,10,0,0,3,Snapdeal,0.1,8.5335,2.7,0,0,4.000000000000001,Low,2023,,,,
Realme Ultra Smartwatch,55818,22327,60,1,1,3.5,Ajio,0.6,41.8635,1.4000000000000001,0.3,0.5,104,High Manipulation,2022,,,,
Apple Lite Smartphone,47087,42378,10,0,0,3.1,JioMart,0.1,5.885875,2.79,0,0,4.000000000000001,Low,2018,,,,
Realme Pro Smartphone,29163,11665,60,0,1,3.6,Paytm Mall,0.6,21.87225,1.4400000000000002,0,0.5,74,High Manipulation,2018,,,,
Vivo Prime Smartwatch,65482,26192,60,0,1,2.8,Amazon,0.6,49.1115,1.1199999999999999,0,0.5,74,High Manipulation,2018,,,,
Samsung Ultra Laptop,55524,49971,10,1,0,3.9,Meesho,0.1,6.9405,3.51,0.3,0,34,Low,2017,,,,
Vivo Lite Headphones,78446,54912,30,0,0,4.9,Amazon,0.3,29.41725,3.43,0,0,12,Low,2015,,,,
OnePlus Max Headphones,23664,16564,30,1,0,4,Flipkart,0.3,8.874,2.8,0.3,0,42,Moderate,2016,,,,
Oppo Lite Smartwatch,38519,15407,60,1,1,3.8,Myntra,0.6,28.88925,1.52,0.3,0.5,104,High Manipulation,2023,,,,
OnePlus Ultra Headphones,68285,40971,40,0,0,4.1,Amazon,0.4,34.1425,2.4599999999999995,0,0,16.000000000000004,Low,2023,,,,
OnePlus Max Smartphone,12318,8622,30,1,0,3.2,Paytm Mall,0.3,4.61925,2.2399999999999998,0.3,0,42,Moderate,2025,,,,
Oppo Prime Smartphone,42017,16806,60,1,1,3.7,Amazon,0.6,31.51275,1.4800000000000002,0.3,0.5,104,High Manipulation,2015,,,,
OnePlus Prime Smartphone,77040,69336,10,1,0,4.9,Nykaa,0.1,9.63,4.41,0.3,0,34,Low,2016,,,,
OnePlus Prime Headphones,39232,19616,50,0,1,4.5,Paytm Mall,0.5,24.52,2.25,0,0.5,70,Moderate,2016,,,,
Realme Pro Smartphone,46471,41823,10,0,0,4.6,Ajio,0.1,5.808875,4.14,0,0,4.000000000000001,Low,2016,,,,
Vivo Prime Laptop,57065,28532,50,0,1,3,Nykaa,0.5,35.665625,1.5,0,0.5,70,Moderate,2024,,,,
Redmi Max Headphones,44517,17806,60,0,1,2.5,Nykaa,0.6,33.38775,1,0,0.5,74,High Manipulation,2023,,,,
Vivo Lite Smartphone,29173,23338,20,0,0,2.7,Myntra,0.2,7.29325,2.16,0,0,8.000000000000002,Low,2016,,,,
OnePlus Max Headphones,13978,12580,10,0,0,2.9,Nykaa,0.1,1.74725,2.61,0,0,4.000000000000001,Low,2025,,,,
Oppo Plus Smartphone,69398,27759,60,1,1,3.5,Flipkart,0.6,52.0485,1.4000000000000001,0.3,0.5,104,High Manipulation,2017,,,,
Oppo Max Headphones,33606,23524,30,1,0,3.3,Meesho,0.3,12.60225,2.3099999999999996,0.3,0,42,Moderate,2022,,,,
Redmi Plus Laptop,43229,17291,60,1,1,4.1,Paytm Mall,0.6,32.42175,1.64,0.3,0.5,104,High Manipulation,2020,,,,
Redmi Lite Headphones,79595,63676,20,0,0,5,Amazon,0.2,19.89875,4,0,0,8.000000000000002,Low,2023,,,,
Redmi Max Laptop,75259,60207,20,1,0,3.6,Snapdeal,0.2,18.81475,2.8800000000000003,0.3,0,38,Low,2020,,,,
Apple Prime Headphones,65939,39563,40,0,0,4.6,Meesho,0.4,32.9695,2.76,0,0,16.000000000000004,Low,2025,,,,
Vivo Lite Smartwatch,8049,4024,50,1,1,3.6,Snapdeal,0.5,5.030625,1.8,0.3,0.5,100,High Manipulation,2023,,,,
Realme Ultra Laptop,18640,9320,50,0,1,3.1,Nykaa,0.5,11.65,1.55,0,0.5,70,Moderate,2022,,,,
Vivo Plus Headphones,35814,32232,10,1,0,4.1,Ajio,0.1,4.47675,3.69,0.3,0,34,Low,2015,,,,
Apple Plus Smartwatch,48366,29019,40,1,0,4.2,Flipkart,0.4,24.183,2.52,0.3,0,46,Moderate,2018,,,,
Apple Prime Headphones,8172,3268,60,0,1,4.3,Amazon,0.6,6.129,1.72,0,0.5,74,High Manipulation,2021,,,,
OnePlus Plus Smartwatch,64776,51820,20,1,0,3.3,Snapdeal,0.2,16.194,2.64,0.3,0,38,Low,2025,,,,
Redmi Pro Smartphone,61785,43249,30,1,0,2.9,Flipkart,0.3,23.169375,2.03,0.3,0,42,Moderate,2025,,,,
Vivo Ultra Headphones,31156,28040,10,1,0,5,Amazon,0.1,3.8945,4.5,0.3,0,34,Low,2025,,,,
Redmi Prime Smartphone,74684,37342,50,0,1,3.5,Ajio,0.5,46.6775,1.75,0,0.5,70,Moderate,2019,,,,
Samsung Prime Smartphone,23662,11831,50,1,1,4.6,Flipkart,0.5,14.78875,2.3,0.3,0.5,100,High Manipulation,2017,,,,
Apple Max Smartwatch,8937,4468,50,0,1,4,Snapdeal,0.5,5.585625,2,0,0.5,70,Moderate,2019,,,,
Realme Prime Smartphone,59515,41660,30,0,0,2.9,Myntra,0.3,22.318125,2.03,0,0,12,Low,2018,,,,
Redmi Lite Headphones,19446,9723,50,1,1,3.8,Amazon,0.5,12.15375,1.9,0.3,0.5,100,High Manipulation,2021,,,,
Oppo Plus Laptop,7873,6298,20,1,0,2.6,JioMart,0.2,1.96825,2.08,0.3,0,38,Low,2018,,,,
Apple Prime Smartwatch,27076,13538,50,0,1,4.5,Amazon,0.5,16.9225,2.25,0,0.5,70,Moderate,2017,,,,
Realme Ultra Laptop,16022,8011,50,1,1,3.9,Flipkart,0.5,10.01375,1.95,0.3,0.5,100,High Manipulation,2019,,,,
Oppo Plus Headphones,51472,30883,40,1,0,4.7,Myntra,0.4,25.736,2.82,0.3,0,46,Moderate,2018,,,,
Apple Lite Headphones,44284,17713,60,0,1,3.9,Paytm Mall,0.6,33.213,1.56,0,0.5,74,High Manipulation,2023,,,,
Redmi Prime Headphones,29742,20819,30,0,0,4.4,Meesho,0.3,11.15325,3.08,0,0,12,Low,2016,,,,
Apple Max Laptop,19700,15760,20,0,0,3.7,JioMart,0.2,4.925,2.9600000000000004,0,0,8.000000000000002,Low,2022,,,,
OnePlus Pro Smartwatch,32947,13178,60,1,1,2.6,Myntra,0.6,24.71025,1.04,0.3,0.5,104,High Manipulation,2019,,,,
Samsung Lite Smartwatch,42046,29432,30,1,0,3.7,Paytm Mall,0.3,15.76725,2.59,0.3,0,42,Moderate,2021,,,,
Oppo Prime Headphones,5910,4137,30,0,0,3.9,Amazon,0.3,2.21625,2.73,0,0,12,Low,2017,,,,
Apple Lite Laptop,43058,30140,30,1,0,5,Snapdeal,0.3,16.14675,3.5,0.3,0,42,Moderate,2018,,,,
Samsung Pro Smartphone,25321,12660,50,0,1,4.7,Ajio,0.5,15.825625,2.35,0,0.5,70,Moderate,2015,,,,
